seed,mode,severity,variant,f1,precision,recall,density_err,orbit_violations,rot_sym_error
7,sector,0.1,unc_free,0.4909473095153523,0.4805256964410077,0.5398306059917652,0.0943939393939394,6.1,0.026044811234856947
7,sector,0.1,template,0.5296114902230735,0.41827207992270965,0.7793493787275142,0.27696832454984627,0.0,0.026166929358481875
7,sector,0.15,constrained,0.492018527312934,0.47103155935313196,0.551621729905499,0.09735918972332015,0.0,0.024207871179300226
7,sector,0.15,unc_proj,0.5019172327318272,0.4774854896460499,0.5682868926414941,0.0966016139657444,0.0,0.02120320064149628
7,sector,0.15,unc_free,0.4929622355455177,0.48274195176901924,0.5416747658251098,0.0943939393939394,6.533333333333333,0.02655934000342319
7,sector,0.15,template,0.5314903668090117,0.4201954305599792,0.7792743799177483,0.27294987922705316,0.0,0.026041727242203598
11,jitter,0.0,constrained,0.49698341234042903,0.4608973613391717,0.5647770105589632,0.08478617698726393,0.0,0.02252279761240169
11,jitter,0.0,unc_proj,0.5156818519327605,0.46578167027645206,0.6059104018397475,0.0985691150636803,0.0,0.027709152530650316
11,jitter,0.0,unc_free,0.5155069488233157,0.4660583612646073,0.6034453246417171,0.096939503732982,2.6166666666666667,0.025829373611009156
11,jitter,0.0,template,0.501597870597818,0.38368905947732884,0.7664796397921986,0.2949728260869566,0.0,0.026517220391458547
11,jitter,0.02,constrained,0.4972285103796448,0.46110569467250506,0.5650746296065824,0.08478617698726393,0.0,0.02252590509932515
11,jitter,0.02,unc_proj,0.5139515190000012,0.4642811256141427,0.6038701806230556,0.0985691150636803,0.0,0.027733139261565728
11,jitter,0.02,unc_free,0.5155273162276859,0.4660917202645168,0.6034578211587711,0.096939503732982,2.783333333333333,0.025939989545749446
11,jitter,0.02,template,0.5028083789919668,0.3846133018628958,0.7676616728891253,0.2945940382081687,0.0,0.026191503735234822
11,jitter,0.05,constrained,0.49809083205249993,0.46193902800583836,0.56595904365589,0.08478617698726393,0.0,0.022493690312286804
11,jitter,0.05,unc_proj,0.5129244576029842,0.4636078307585661,0.6022630279027841,0.09894790294246816,0.0,0.027684733042719234
11,jitter,0.05,unc_free,0.5141951374651781,0.46494776096868684,0.6018039630756039,0.096939503732982,3.0166666666666666,0.025948148285616195
11,jitter,0.05,template,0.5019737857182228,0.384914959707741,0.7634097045633427,0.29022974308300403,0.0,0.025550250357957036
11,jitter,0.1,constrained,0.4983359300917156,0.4621473613391717,0.566256662703509,0.08478617698726393,0.0,0.022505867107309476
11,jitter,0.1,unc_proj,0.5131106585529858,0.46381970000447237,0.6022888290362225,0.09875850900307422,0.0,0.027731295340504548
11,jitter,0.1,unc_free,0.515723763697567,0.46618412748739324,0.6037656742382971,0.096939503732982,3.566666666666667,0.02601215398907142
11,jitter,0.1,template,0.508874754302719,0.3917336043022011,0.770477686119985,0.2882452239789196,0.0,0.02523023632470953
11,jitter,0.15,constrained,0.4984769640198109,0.4622862502280606,0.5664178512130189,0.08478617698726393,0.0,0.02250525221617435
11,jitter,0.15,unc_proj,0.5147053414205055,0.4651265820762975,0.6043636542851952,0.09875850900307424,0.0,0.02754086712781589
11,jitter,0.15,unc_free,0.5144778089733023,0.4651497946673914,0.6021949770662582,0.096939503732982,3.85,0.02605132528289771
